llm_final_state,semantic_concept,citations,state_total,global_citations,within_state_share,other_citations,other_total,other_state_share,specificity_ratio,distinctive_score
De la Espriella,simbolo tigre,3,5947,3,0.0005044560282495376,0,8322.0,0.0,1.5044560282495376,1.2727174219692299
De la Espriella,ventaja triunfalismo,3,5947,3,0.0005044560282495376,0,8322.0,0.0,1.5044560282495376,1.2727174219692299
De la Espriella,movilizacion confrontacion,6,5947,16,0.0010089120564990752,10,8322.0,0.001201634222542658,0.9124640396346089,1.261713514673737
De la Espriella,dificultad conquista centro,52,5947,268,0.00874390448965865,216,8322.0,0.02595529920692141,0.36148381863098267,1.22513341524048
De la Espriella,integridad,8,5947,26,0.0013452160753321001,18,8322.0,0.0021629416005767843,0.7414667646422665,1.218861393985887
De la Espriella,acceso directo,4,5947,8,0.0006726080376660501,4,8322.0,0.0004806536890170632,1.1296416238806093,1.2166605671415969
De la Espriella,alistamiento,4,5947,8,0.0006726080376660501,4,8322.0,0.0004806536890170632,1.1296416238806093,1.2166605671415969
De la Espriella,encuestas,4,5947,8,0.0006726080376660501,4,8322.0,0.0004806536890170632,1.1296416238806093,1.2166605671415969
De la Espriella,indecisos suben encuesta,4,5947,8,0.0006726080376660501,4,8322.0,0.0004806536890170632,1.1296416238806093,1.2166605671415969
De la Espriella,defensa institucional,8,5947,28,0.0013452160753321001,20,8322.0,0.002403268445085316,0.689106990287188,1.1517850820529996
De la Espriella,presion territorial contratos,4,5947,9,0.0006726080376660501,5,8322.0,0.000600817111271329,1.044846426171511,1.1512674560222285
De la Espriella,shakira imagen falsa,10,5947,38,0.0016815200941651253,28,8322.0,0.0033645758231194423,0.6143827493982207,1.1484783795028544
De la Espriella,miedo postelectoral,3,5947,5,0.0005044560282495376,2,8322.0,0.0002403268445085316,1.212951275633855,1.1011711012749645
De la Espriella,denuncia desfalco salud,4,5947,10,0.0006726080376660501,6,8322.0,0.0007209805335255948,0.9718924793643953,1.0927982530490485
De la Espriella,limites moderacion,26,5947,134,0.004371952244829325,108,8322.0,0.012977649603460706,0.38432443202033706,1.0718465093922502
De la Espriella,deslegitimacion resultados,4,5947,11,0.0006726080376660501,7,8322.0,0.0008411439557798606,0.9084613033192056,1.0401754047353446
De la Espriella,orden protesta,4,5947,11,0.0006726080376660501,7,8322.0,0.0008411439557798606,0.9084613033192056,1.0401754047353446
De la Espriella,autenticidad digital,3,5947,6,0.0005044560282495376,3,8322.0,0.0003604902667627974,1.105819030833126,1.032379620965529
De la Espriella,credibilidad,3,5947,6,0.0005044560282495376,3,8322.0,0.0003604902667627974,1.105819030833126,1.032379620965529
De la Espriella,libertad economica seguridad,3,5947,6,0.0005044560282495376,3,8322.0,0.0003604902667627974,1.105819030833126,1.032379620965529
De la Espriella,agresivo irascible,6,5947,22,0.0010089120564990752,16,8322.0,0.0019226147560682527,0.6873680673540541,1.0180417317303223
De la Espriella,dialogo centro,6,5947,22,0.0010089120564990752,16,8322.0,0.0019226147560682527,0.6873680673540541,1.0180417317303223
De la Espriella,moderacion concertacion,5,5947,17,0.0008407600470825626,12,8322.0,0.0014419610670511895,0.7538040110137332,1.0065874446320329
De la Espriella,santamaria anticorrupcion ambiente,12,5947,56,0.0020178241129981504,44,8322.0,0.005287190579187695,0.4799956474976226,1.0055605579196722
De la Espriella,acuerdo centro,4,5947,12,0.0006726080376660501,8,8322.0,0.0009613073780341264,0.8528026032016217,0.9925394165099786
De la Espriella,mensaje nacion,4,5947,12,0.0006726080376660501,8,8322.0,0.0009613073780341264,0.8528026032016217,0.9925394165099786
De la Espriella,orden institucional convivencia,4,5947,12,0.0006726080376660501,8,8322.0,0.0009613073780341264,0.8528026032016217,0.9925394165099786
De la Espriella,respeto estado derecho,4,5947,12,0.0006726080376660501,8,8322.0,0.0009613073780341264,0.8528026032016217,0.9925394165099786
De la Espriella,seguridad movilizacion,3,5947,7,0.0005044560282495376,4,8322.0,0.0004806536890170632,1.0160755613611956,0.9720042149845078
De la Espriella,reconocimiento resultados,6,5947,24,0.0010089120564990752,18,8322.0,0.0021629416005767843,0.635140419959931,0.9568598376119287
De la Espriella,uso imagen artista,5,5947,19,0.0008407600470825626,14,8322.0,0.0016822879115597211,0.6862649006281286,0.9362229281980036
De la Espriella,batalla digital influenciadores,2,5947,2,0.00033630401883302503,0,8322.0,0.0,1.3363040188330249,0.9322496512162654
De la Espriella,debate centro,2,5947,2,0.00033630401883302503,0,8322.0,0.0,1.3363040188330249,0.9322496512162654
De la Espriella,espectaculo patria milagro,2,5947,2,0.00033630401883302503,0,8322.0,0.0,1.3363040188330249,0.9322496512162654
De la Espriella,google trends,2,5947,2,0.00033630401883302503,0,8322.0,0.0,1.3363040188330249,0.9322496512162654
De la Espriella,llamado participar,2,5947,2,0.00033630401883302503,0,8322.0,0.0,1.3363040188330249,0.9322496512162654
De la Espriella,reacciones eeuu resultados,2,5947,2,0.00033630401883302503,0,8322.0,0.0,1.3363040188330249,0.9322496512162654
De la Espriella,libertad sufragio zonas armadas,2,5947,3,0.00033630401883302503,1,8322.0,0.0001201634222542658,1.1929545209963992,0.8626850041070536
De la Espriella,plan tardio,6,5947,28,0.0010089120564990752,22,8322.0,0.0026435952895938475,0.5513543346146463,0.8545042423447531
De la Espriella,reformas clase media ambiente,6,5947,28,0.0010089120564990752,22,8322.0,0.0026435952895938475,0.5513543346146463,0.8545042423447531
De la Espriella,anuncio personal,14,5947,82,0.0023541281318311754,68,8322.0,0.008171112713290074,0.36572750076123584,0.8440647315548461
De la Espriella,capacidad institucional,2,5947,4,0.00033630401883302503,2,8322.0,0.0002403268445085316,1.0773805507390461,0.8032039578957397
De la Espriella,cierre,2,5947,4,0.00033630401883302503,2,8322.0,0.0002403268445085316,1.0773805507390461,0.8032039578957397
De la Espriella,cruce debate,2,5947,4,0.00033630401883302503,2,8322.0,0.0002403268445085316,1.0773805507390461,0.8032039578957397
De la Espriella,intencion publicada,2,5947,4,0.00033630401883302503,2,8322.0,0.0002403268445085316,1.0773805507390461,0.8032039578957397
De la Espriella,visibilidad,2,5947,4,0.00033630401883302503,2,8322.0,0.0002403268445085316,1.0773805507390461,0.8032039578957397
De la Espriella,volatilidad,2,5947,4,0.00033630401883302503,2,8322.0,0.0002403268445085316,1.0773805507390461,0.8032039578957397
De la Espriella,incendio social carrillo,8,5947,44,0.0013452160753321001,36,8322.0,0.004325883201153569,0.44034312934690983,0.8017263128146784
De la Espriella,temperamento presidencial,3,5947,11,0.0005044560282495376,8,8322.0,0.0009613073780341264,0.7670679492153322,0.7892473891250318
De la Espriella,legitimidad,3,5947,12,0.0005044560282495376,9,8322.0,0.0010814708002883922,0.7227850748812292,0.7540640197023523
De la Espriella,corrupcion sistema salud,2,5947,5,0.00033630401883302503,3,8322.0,0.0003604902667627974,0.9822224028200348,0.7516910070553404
De la Espriella,derechos,2,5947,5,0.00033630401883302503,3,8322.0,0.0003604902667627974,0.9822224028200348,0.7516910070553404
De la Espriella,salud corrupcion,2,5947,5,0.00033630401883302503,3,8322.0,0.0003604902667627974,0.9822224028200348,0.7516910070553404
De la Espriella,rechazo ambas candidaturas,7,5947,41,0.0011770640659155877,34,8322.0,0.004085556356645037,0.42808768859102875,0.7409804397515677
De la Espriella,senal elite,7,5947,41,0.0011770640659155877,34,8322.0,0.004085556356645037,0.42808768859102875,0.7409804397515677
De la Espriella,camiseta seleccion oportunismo,4,5947,20,0.0006726080376660501,16,8322.0,0.0019226147560682527,0.5722984988675631,0.728332716520656
De la Espriella,comunicacion,2,5947,6,0.00033630401883302503,4,8322.0,0.0004806536890170632,0.9025094988417817,0.7065986443427866
